識別番号,漢字,種類,異体字(表に含む)
2267,藏,3. 常用漢字の異体字,蔵
2268,贈,3. 常用漢字の異体字,贈
2269,臟,3. 常用漢字の異体字,臓
2270,卽,3. 常用漢字の異体字,即
2271,帶,3. 常用漢字の異体字,帯
2272,滯,3. 常用漢字の異体字,滞
2273,瀧,3. 常用漢字の異体字,滝
2274,單,3. 常用漢字の異体字,単
2275,嘆,3. 常用漢字の異体字,嘆
2276,團,3. 常用漢字の異体字,団
2277,彈,3. 常用漢字の異体字,弾
2278,晝,3. 常用漢字の異体字,昼
2279,鑄,3. 常用漢字の異体字,鋳
2280,著,3. 常用漢字の異体字,著
2281,廳,3. 常用漢字の異体字,庁
2282,徵,3. 常用漢字の異体字,徴
2283,聽,3. 常用漢字の異体字,聴
2284,懲,3. 常用漢字の異体字,懲
2285,鎭,3. 常用漢字の異体字,鎮
2286,轉,3. 常用漢字の異体字,転
2287,傳,3. 常用漢字の異体字,伝
2288,都,3. 常用漢字の異体字,都
2289,嶋,3. 常用漢字の異体字,島
2290,燈,3. 常用漢字の異体字,灯
2291,盜,3. 常用漢字の異体字,盗
2292,稻,3. 常用漢字の異体字,稲
2293,德,3. 常用漢字の異体字,徳
2294,突,3. 常用漢字の異体字,突
2295,難,3. 常用漢字の異体字,難
2296,拜,3. 常用漢字の異体字,拝
2297,盃,3. 常用漢字の異体字,杯
2298,賣,3. 常用漢字の異体字,売
2299,梅,3. 常用漢字の異体字,梅
2300,髮,3. 常用漢字の異体字,髪
2301,拔,3. 常用漢字の異体字,抜
2302,繁,3. 常用漢字の異体字,繁
2303,晚,3. 常用漢字の異体字,晩
2304,卑,3. 常用漢字の異体字,卑
2305,祕,3. 常用漢字の異体字,秘
2306,碑,3. 常用漢字の異体字,碑
2307,賓,3. 常用漢字の異体字,賓
2308,敏,3. 常用漢字の異体字,敏
2309,冨,3. 常用漢字の異体字,富
2310,侮,3. 常用漢字の異体字,侮
2311,福,3. 常用漢字の異体字,福
2312,拂,3. 常用漢字の異体字,払
2313,佛,3. 常用漢字の異体字,仏
2314,勉,3. 常用漢字の異体字,勉
2315,步,3. 常用漢字の異体字,歩
2316,峯,3. 常用漢字の異体字,峰
2317,墨,3. 常用漢字の異体字,墨
2318,飜,3. 常用漢字の異体字,翻
2319,每,3. 常用漢字の異体字,毎
2320,萬,3. 常用漢字の異体字,万
2321,默,3. 常用漢字の異体字,黙
2322,埜,3. 常用漢字の異体字,野
2323,彌,3. 常用漢字の異体字,弥
2324,藥,3. 常用漢字の異体字,薬
2325,與,3. 常用漢字の異体字,与
2326,搖,3. 常用漢字の異体字,揺
2327,樣,3. 常用漢字の異体字,様
2328,謠,3. 常用漢字の異体字,謡
2329,來,3. 常用漢字の異体字,来
2330,賴,3. 常用漢字の異体字,頼
2331,覽,3. 常用漢字の異体字,覧
2332,欄,3. 常用漢字の異体字,欄
2333,龍,3. 常用漢字の異体字,竜
2334,虜,3. 常用漢字の異体字,虜
2335,凉,3. 常用漢字の異体字,涼
2336,綠,3. 常用漢字の異体字,緑
2337,淚,3. 常用漢字の異体字,涙
2338,壘,3. 常用漢字の異体字,塁
2339,類,3. 常用漢字の異体字,類
2340,禮,3. 常用漢字の異体字,礼
2341,曆,3. 常用漢字の異体字,暦
2342,歷,3. 常用漢字の異体字,歴
2343,練,3. 常用漢字の異体字,練
2344,鍊,3. 常用漢字の異体字,錬
2345,郞,3. 常用漢字の異体字,郎
2346,朗,3. 常用漢字の異体字,朗
2347,廊,3. 常用漢字の異体字,廊
2348,錄,3. 常用漢字の異体字,録
2349,丑,2. その他,
2350,丞,2. その他,
2351,乃,2. その他,
2352,之,2. その他,
2353,乎,2. その他,
2354,也,2. その他,
2355,云,2. その他,
2356,亘,2. その他,亙
2357,些,2. その他,
2358,亦,2. その他,
2359,亥,2. その他,
2360,亨,2. その他,
2361,亮,2. その他,
2362,仔,2. その他,
2363,伊,2. その他,
2364,伍,2. その他,
2365,伽,2. その他,
2366,佃,2. その他,
2367,佑,2. その他,
2368,伶,2. その他,
2369,侃,2. その他,
2370,侑,2. その他,
2371,俄,2. その他,
2372,俠,2. その他,
2373,俣,2. その他,
2374,俐,2. その他,
2375,倭,2. その他,
2376,俱,2. その他,
2377,倦,2. その他,
2378,倖,2. その他,
2379,偲,2. その他,
2380,傭,2. その他,
2381,儲,2. その他,
2382,允,2. その他,
2383,兎,2. その他,
2384,兜,2. その他,
2385,其,2. その他,
2386,冴,2. その他,
2387,凌,2. その他,
2388,凜,2. その他,凛
2389,凧,2. その他,
2390,凪,2. その他,
2391,凰,2. その他,
2392,凱,2. その他,
2393,函,2. その他,
2394,劉,2. その他,
2395,劫,2. その他,
2396,勁,2. その他,
2397,勺,2. その他,
2398,勿,2. その他,
2399,匁,2. その他,
2400,匡,2. その他,
2401,廿,2. その他,
2402,卜,2. その他,
2403,卯,2. その他,
2404,卿,2. その他,
2405,厨,2. その他,
2406,厩,2. その他,
2407,叉,2. その他,
2408,叡,2. その他,
2409,叢,2. その他,
2410,叶,2. その他,
2411,只,2. その他,
2412,吾,2. その他,
2413,吞,2. その他,
2414,吻,2. その他,
2415,哉,2. その他,
2416,哨,2. その他,
2417,啄,2. その他,
2418,哩,2. その他,
2419,喬,2. その他,
2420,喧,2. その他,
2421,喰,2. その他,
2422,喋,2. その他,
2423,嘩,2. その他,
2424,嘉,2. その他,
2425,嘗,2. その他,
2426,噌,2. その他,
2427,噂,2. その他,
2428,圃,2. その他,
2429,圭,2. その他,
2430,坐,2. その他,
2431,尭,2. その他,堯
2432,坦,2. その他,
2433,埴,2. その他,
2434,堰,2. その他,
2435,堺,2. その他,
2436,堵,2. その他,
2437,塙,2. その他,
2438,壕,2. その他,
2439,壬,2. その他,
2440,夷,2. その他,
2441,奄,2. その他,
2442,奎,2. その他,
2443,套,2. その他,
2444,娃,2. その他,
2445,姪,2. その他,
2446,姥,2. その他,
2447,娩,2. その他,
2448,嬉,2. その他,
2449,孟,2. その他,
2450,宏,2. その他,
2451,宋,2. その他,
2452,宕,2. その他,
2453,宥,2. その他,
2454,寅,2. その他,
2455,寓,2. その他,
2456,寵,2. その他,
2457,尖,2. その他,
2458,尤,2. その他,
2459,屑,2. その他,
2460,峨,2. その他,
2461,峻,2. その他,
2462,崚,2. その他,
2463,嵯,2. その他,
2464,嵩,2. その他,
2465,嶺,2. その他,
2466,巌,2. その他,巖
2467,巫,2. その他,
2468,已,2. その他,
2469,巳,2. その他,
2470,巴,2. その他,
2471,巷,2. その他,
2472,巽,2. その他,
2473,帖,2. その他,
2474,幌,2. その他,
2475,幡,2. その他,
2476,庄,2. その他,
2477,庇,2. その他,
2478,庚,2. その他,
2479,庵,2. その他,
2480,廟,2. その他,
2481,廻,2. その他,
2482,弘,2. その他,
2483,弛,2. その他,
2484,彗,2. その他,
2485,彦,2. その他,
2486,彪,2. その他,
2487,彬,2. その他,
2488,徠,2. その他,
2489,忽,2. その他,
2490,怜,2. その他,
2491,恢,2. その他,
2492,恰,2. その他,
2493,恕,2. その他,
2494,悌,2. その他,
2495,惟,2. その他,
2496,惚,2. その他,
2497,悉,2. その他,
2498,惇,2. その他,
2499,惹,2. その他,
2500,惺,2. その他,
2501,惣,2. その他,
2502,慧,2. その他,
2503,憐,2. その他,
2504,戊,2. その他,
2505,或,2. その他,
2506,戟,2. その他,
2507,托,2. その他,
2508,按,2. その他,
2509,挺,2. その他,
2510,挽,2. その他,
2511,掬,2. その他,
2512,捲,2. その他,
2513,捷,2. その他,
2514,捺,2. その他,
2515,捧,2. その他,
2516,掠,2. その他,
2517,揃,2. その他,
2518,摑,2. その他,
2519,摺,2. その他,
2520,撒,2. その他,
2521,撰,2. その他,
2522,撞,2. その他,
2523,播,2. その他,
2524,撫,2. その他,
2525,擢,2. その他,
2526,孜,2. その他,
2527,敦,2. その他,
2528,斐,2. その他,
2529,斡,2. その他,
2530,斧,2. その他,
2531,斯,2. その他,
2532,於,2. その他,
2533,旭,2. その他,
2534,昂,2. その他,
2535,昊,2. その他,
2536,昏,2. その他,
2537,昌,2. その他,
2538,昴,2. その他,
2539,晏,2. その他,
2540,晃,2. その他,晄
2541,晒,2. その他,
2542,晋,2. その他,
2543,晟,2. その他,
2544,晦,2. その他,
2545,晨,2. その他,
2546,智,2. その他,
2547,暉,2. その他,
2548,暢,2. その他,
2549,曙,2. その他,
2550,曝,2. その他,
2551,曳,2. その他,
2552,朋,2. その他,
2553,朔,2. その他,
2554,杏,2. その他,
2555,杖,2. その他,
2556,杜,2. その他,
2557,李,2. その他,
2558,杭,2. その他,
2559,杵,2. その他,
2560,杷,2. その他,
2561,枇,2. その他,
2562,柑,2. その他,
2563,柴,2. その他,
2564,柘,2. その他,
2565,柊,2. その他,
2566,柏,2. その他,
2567,柾,2. その他,
2568,柚,2. その他,
2569,桧,2. その他,檜
2570,栞,2. その他,
2571,桔,2. その他,
2572,桂,2. その他,
2573,栖,2. その他,
2574,桐,2. その他,
2575,栗,2. その他,
2576,梧,2. その他,
2577,梓,2. その他,
2578,梢,2. その他,
2579,梛,2. その他,
2580,梯,2. その他,
2581,桶,2. その他,
2582,梶,2. その他,
2583,椛,2. その他,
2584,梁,2. その他,
2585,棲,2. その他,
2586,椋,2. その他,
2587,椀,2. その他,
2588,楯,2. その他,
2589,楚,2. その他,
2590,楕,2. その他,
2591,椿,2. その他,
2592,楠,2. その他,
2593,楓,2. その他,
2594,椰,2. その他,
2595,楢,2. その他,
2596,楊,2. その他,
2597,榎,2. その他,
2598,樺,2. その他,
2599,榊,2. その他,
2600,榛,2. その他,
2601,槙,2. その他,槇
2602,槍,2. その他,
2603,槌,2. その他,
2604,樫,2. その他,
2605,槻,2. その他,
2606,樟,2. その他,
2607,樋,2. その他,
2608,橘,2. その他,
2609,樽,2. その他,
2610,橙,2. その他,
2611,檎,2. その他,
2612,檀,2. その他,
2613,櫂,2. その他,
2614,櫛,2. その他,
2615,櫓,2. その他,
2616,欣,2. その他,
2617,欽,2. その他,
2618,歎,2. その他,
2619,此,2. その他,
2620,殆,2. その他,
2621,毅,2. その他,
2622,毘,2. その他,
2623,毬,2. その他,
2624,汀,2. その他,
2625,汝,2. その他,
2626,汐,2. その他,
2627,汲,2. その他,
2628,沌,2. その他,
2629,沓,2. その他,
2630,沫,2. その他,
2631,洸,2. その他,
2632,洲,2. その他,
2633,洵,2. その他,
2634,洛,2. その他,
2635,浩,2. その他,
2636,浬,2. その他,
2637,淵,2. その他,
2638,淳,2. その他,
2639,渚,2. その他,渚
2640,淀,2. その他,
2641,淋,2. その他,
2642,渥,2. その他,
2643,渾,2. その他,
2644,湘,2. その他,
2645,湊,2. その他,
2646,湛,2. その他,
2647,溢,2. その他,
2648,滉,2. その他,
2649,溜,2. その他,
2650,漱,2. その他,
2651,漕,2. その他,
2652,漣,2. その他,
2653,澪,2. その他,
2654,濡,2. その他,
2655,瀕,2. その他,
2656,灘,2. その他,
2657,灸,2. その他,
2658,灼,2. その他,
2659,烏,2. その他,
2660,焰,2. その他,
2661,焚,2. その他,
2662,煌,2. その他,
2663,煤,2. その他,
2664,煉,2. その他,
2665,熙,2. その他,
2666,燕,2. その他,
2667,燎,2. その他,
2668,燦,2. その他,
2669,燭,2. その他,
2670,燿,2. その他,
2671,爾,2. その他,
2672,牒,2. その他,
2673,牟,2. その他,
2674,牡,2. その他,
2675,牽,2. その他,
2676,犀,2. その他,
2677,狼,2. その他,
2678,猪,2. その他,猪
2679,獅,2. その他,
2680,玖,2. その他,
2681,珂,2. その他,
2682,珈,2. その他,
2683,珊,2. その他,
2684,珀,2. その他,
2685,玲,2. その他,
2686,琢,2. その他,琢
2687,琉,2. その他,
2688,瑛,2. その他,
2689,琥,2. その他,
2690,琶,2. その他,
2691,琵,2. その他,
2692,琳,2. その他,
2693,瑚,2. その他,
2694,瑞,2. その他,
2695,瑶,2. その他,
2696,瑳,2. その他,
2697,瓜,2. その他,
2698,瓢,2. その他,
2699,甥,2. その他,
2700,甫,2. その他,
2701,畠,2. その他,
2702,畢,2. その他,
2703,疋,2. その他,
2704,疏,2. その他,
2705,皐,2. その他,
2706,皓,2. その他,
2707,眸,2. その他,
2708,瞥,2. その他,
2709,矩,2. その他,
2710,砦,2. その他,
2711,砥,2. その他,
2712,砧,2. その他,
2713,硯,2. その他,
2714,碓,2. その他,
2715,碗,2. その他,
2716,碩,2. その他,
2717,碧,2. その他,
2718,磐,2. その他,
2719,磯,2. その他,
2720,祇,2. その他,
2721,祢,2. その他,禰
2722,祐,2. その他,祐
2723,祷,2. その他,禱
2724,禄,2. その他,祿
2725,禎,2. その他,禎
2726,禽,2. その他,
2727,禾,2. その他,
2728,秦,2. その他,
2729,秤,2. その他,
2730,稀,2. その他,
2731,稔,2. その他,
2732,稟,2. その他,
2733,稜,2. その他,
2734,穣,2. その他,穰
2735,穹,2. その他,
2736,穿,2. その他,
2737,窄,2. その他,
2738,窪,2. その他,
2739,窺,2. その他,
2740,竣,2. その他,
2741,竪,2. その他,
2742,竺,2. その他,
2743,竿,2. その他,
2744,笈,2. その他,
2745,笹,2. その他,
2746,笙,2. その他,
2747,笠,2. その他,
2748,筈,2. その他,
2749,筑,2. その他,
2750,箕,2. その他,
2751,箔,2. その他,
2752,篇,2. その他,
2753,篠,2. その他,
2754,簞,2. その他,
2755,簾,2. その他,
2756,籾,2. その他,
2757,粥,2. その他,
2758,粟,2. その他,
2759,糊,2. その他,
2760,紘,2. その他,
2761,紗,2. その他,
2762,紐,2. その他,
2763,絃,2. その他,
2764,紬,2. その他,
2765,絆,2. その他,
2766,絢,2. その他,
2767,綺,2. その他,
2768,綜,2. その他,
2769,綴,2. その他,
2770,緋,2. その他,
2771,綾,2. その他,
2772,綸,2. その他,
2773,縞,2. その他,
2774,徽,2. その他,
2775,繫,2. その他,
2776,繡,2. その他,
2777,纂,2. その他,
2778,纏,2. その他,
2779,羚,2. その他,
2780,翔,2. その他,
2781,翠,2. その他,
2782,耀,2. その他,
2783,而,2. その他,
2784,耶,2. その他,
2785,耽,2. その他,
2786,聡,2. その他,
2787,肇,2. その他,
2788,肋,2. その他,
2789,肴,2. その他,
2790,胤,2. その他,
2791,胡,2. その他,
2792,脩,2. その他,
2793,腔,2. その他,
2794,脹,2. その他,
2795,膏,2. その他,
2796,臥,2. その他,
2797,舜,2. その他,
2798,舵,2. その他,
2799,芥,2. その他,
2800,芹,2. その他,
2801,芭,2. その他,
2802,芙,2. その他,
2803,芦,2. その他,
2804,苑,2. その他,
2805,茄,2. その他,
2806,苔,2. その他,
2807,苺,2. その他,
2808,茅,2. その他,
2809,茉,2. その他,
2810,茸,2. その他,
2811,茜,2. その他,
2812,莞,2. その他,
2813,荻,2. その他,
2814,莫,2. その他,
2815,莉,2. その他,
2816,菅,2. その他,
2817,菫,2. その他,
2818,菖,2. その他,
2819,萄,2. その他,
2820,菩,2. その他,
2821,萌,2. その他,萠
2822,萊,2. その他,
2823,菱,2. その他,
2824,葦,2. その他,
2825,葵,2. その他,
2826,萱,2. その他,
2827,葺,2. その他,
2828,萩,2. その他,
2829,董,2. その他,
2830,葡,2. その他,
2831,蓑,2. その他,
2832,蒔,2. その他,
2833,蒐,2. その他,
2834,蒼,2. その他,
2835,蒲,2. その他,
2836,蒙,2. その他,
2837,蓉,2. その他,
2838,蓮,2. その他,
2839,蔭,2. その他,
2840,蔣,2. その他,
2841,蔦,2. その他,
2842,蓬,2. その他,
2843,蔓,2. その他,
2844,蕎,2. その他,
2845,蕨,2. その他,
2846,蕉,2. その他,
2847,蕃,2. その他,
2848,蕪,2. その他,
2849,薙,2. その他,
2850,蕾,2. その他,
2851,蕗,2. その他,
2852,藁,2. その他,
2853,薩,2. その他,
2854,蘇,2. その他,
2855,蘭,2. その他,
2856,蝦,2. その他,
2857,蝶,2. その他,
2858,螺,2. その他,
2859,蟬,2. その他,
2860,蟹,2. その他,
2861,蠟,2. その他,
2862,衿,2. その他,
2863,袈,2. その他,
2864,袴,2. その他,
2865,裡,2. その他,
2866,裟,2. その他,
2867,裳,2. その他,
2868,襖,2. その他,
2869,訊,2. その他,
2870,訣,2. その他,
2871,註,2. その他,
2872,詢,2. その他,
2873,詫,2. その他,
2874,誼,2. その他,
2875,諏,2. その他,
2876,諄,2. その他,
2877,諒,2. その他,
2878,謂,2. その他,
2879,諺,2. その他,
2880,讃,2. その他,
2881,豹,2. その他,
2882,貰,2. その他,
2883,賑,2. その他,
2884,赳,2. その他,
2885,跨,2. その他,
2886,蹄,2. その他,
2887,蹟,2. その他,
2888,輔,2. その他,
2889,輯,2. その他,
2890,輿,2. その他,
2891,轟,2. その他,
2892,辰,2. その他,
2893,辻,2. その他,
2894,迂,2. その他,
2895,迄,2. その他,
2896,辿,2. その他,
2897,迪,2. その他,
2898,迦,2. その他,
2899,這,2. その他,
2900,逞,2. その他,
2901,逗,2. その他,
2902,逢,2. その他,
2903,遥,2. その他,遙
2904,遁,2. その他,
2905,遼,2. その他,
2906,邑,2. その他,
2907,祁,2. その他,
2908,郁,2. その他,
2909,鄭,2. その他,
2910,酉,2. その他,
2911,醇,2. その他,
2912,醐,2. その他,
2913,醍,2. その他,
2914,醬,2. その他,
2915,釉,2. その他,
2916,釘,2. その他,
2917,釧,2. その他,
2918,銑,2. その他,
2919,鋒,2. その他,
2920,鋸,2. その他,
2921,錘,2. その他,
2922,錐,2. その他,
2923,錆,2. その他,
2924,錫,2. その他,
2925,鍬,2. その他,
2926,鎧,2. その他,
2927,閃,2. その他,
2928,閏,2. その他,
2929,閤,2. その他,
2930,阿,2. その他,
2931,陀,2. その他,
2932,隈,2. その他,
2933,隼,2. その他,
2934,雀,2. その他,
2935,雁,2. その他,
2936,雛,2. その他,
2937,雫,2. その他,
2938,霞,2. その他,
2939,靖,2. その他,
2940,鞄,2. その他,
2941,鞍,2. その他,
2942,鞘,2. その他,
2943,鞠,2. その他,
2944,鞭,2. その他,
2945,頁,2. その他,
2946,頌,2. その他,
2947,頗,2. その他,
2948,顚,2. その他,
2949,颯,2. その他,
2950,饗,2. その他,
2951,馨,2. その他,
2952,馴,2. その他,
2953,馳,2. その他,
2954,駕,2. その他,
2955,駿,2. その他,
2956,驍,2. その他,
2957,魁,2. その他,
2958,魯,2. その他,
2959,鮎,2. その他,
2960,鯉,2. その他,
2961,鯛,2. その他,
2962,鰯,2. その他,
2963,鱒,2. その他,
2964,鱗,2. その他,
2965,鳩,2. その他,
2966,鳶,2. その他,
2967,鳳,2. その他,
2968,鴨,2. その他,
2969,鴻,2. その他,
2970,鵜,2. その他,
2971,鵬,2. その他,
2972,鷗,2. その他,
2973,鷲,2. その他,
2974,鷺,2. その他,
2975,鷹,2. その他,
2976,麒,2. その他,
2977,麟,2. その他,
2978,麿,2. その他,
2979,黎,2. その他,
2980,黛,2. その他,
2981,鼎,2. その他,
2982,亙,2. その他,亘
2983,凛,2. その他,凜
2984,堯,2. その他,尭
2985,巖,2. その他,巌
2986,晄,2. その他,晃
2987,檜,2. その他,桧
2988,槇,2. その他,槙
2989,渚,2. その他,渚
2990,猪,2. その他,猪
2991,琢,2. その他,琢
2992,禰,2. その他,祢
2993,祐,2. その他,祐
2994,禱,2. その他,祷
2995,祿,2. その他,禄
2996,禎,2. その他,禎
2997,穰,2. その他,穣
2998,萠,2. その他,萌
2999,遙,2. その他,遥
